name,size,type,extension,sensitivity,algorithm
image (6).jpg,144973,image,.jpg,0.506,ASCON-128
image (7).jpg,355972,image,.jpg,0.468,ASCON-128
image (8).jpg,34788,image,.jpg,0.461,Camellia-256
image (9).jpg,24303,image,.jpg,0.518,AES-256
image (1).jpeg,12777,image,.jpeg,0.484,AES-256
image (1).png,521694,image,.png,0.523,ASCON-128
image (10).jpg,87155,image,.jpg,0.503,Camellia-256
image (11).jpg,462121,image,.jpg,0.525,ChaCha20
image (12).jpg,430223,image,.jpg,0.524,ASCON-128
image (13).jpg,424282,image,.jpg,0.458,Twofish
image (14).jpg,314390,image,.jpg,0.526,ChaCha20
image (15).jpg,328653,image,.jpg,0.459,AES-256
image (16).jpg,87958,image,.jpg,0.447,Camellia-256
image (17).jpg,166486,image,.jpg,0.536,Camellia-256
image (18).jpg,190548,image,.jpg,0.493,AES-256
image (19).jpg,147462,image,.jpg,0.481,ASCON-128
image (2).jpg,204974,image,.jpg,0.447,Twofish
image (2).png,721675,image,.png,0.526,ASCON-128
image (20).jpg,11373,image,.jpg,0.447,AES-256
image (21).jpg,58757,image,.jpg,0.509,Camellia-256
image (22).jpg,245431,image,.jpg,0.510,ChaCha20
image (23).jpg,241274,image,.jpg,0.495,Camellia-256
image (24).jpg,77143,image,.jpg,0.494,Camellia-256
image (25).jpg,242211,image,.jpg,0.472,AES-256
image (26).jpg,268463,image,.jpg,0.489,ASCON-128
image (27).jpg,211182,image,.jpg,0.522,ASCON-128
image (28).jpg,614522,image,.jpg,0.472,Camellia-256
image (29).jpg,42794,image,.jpg,0.488,ASCON-128
image (30).jpg,48263,image,.jpg,0.474,Camellia-256
image (4).jpg,114677,image,.jpg,0.491,AES-256
image (5).jpg,126186,image,.jpg,0.475,Camellia-256
image (6).jpg,65300,image,.jpg,0.506,Camellia-256
image (7).jpg,85338,image,.jpg,0.468,Camellia-256
image (8).jpg,73347,image,.jpg,0.461,Camellia-256
image (9).jpg,165435,image,.jpg,0.518,Twofish
benign (1).png,334346,image,.png,0.481,AES-128
benign (1)_mask.png,240,image,.png,0.519,ChaCha20
benign (10).png,420559,image,.png,0.485,AES-256
benign (10)_mask.png,783,image,.png,0.465,Camellia-256
benign (100).png,194677,image,.png,0.506,ASCON-128
benign (100)_mask.png,395,image,.png,0.525,ChaCha20
benign (100)_mask_1.png,291,image,.png,0.513,ChaCha20
benign (101).png,327173,image,.png,0.471,AES-256
benign (101)_mask.png,324,image,.png,0.473,ChaCha20
benign (102).png,347683,image,.png,0.450,ASCON-128
benign (102)_mask.png,599,image,.png,0.461,ChaCha20
benign (103).png,439107,image,.png,0.447,AES-256
benign (103)_mask.png,950,image,.png,0.533,ChaCha20
benign (104).png,456427,image,.png,0.450,ASCON-128
benign (104)_mask.png,330,image,.png,0.492,ChaCha20
benign (105).png,505839,image,.png,0.459,AES-256
benign (105)_mask.png,515,image,.png,0.481,Camellia-256
benign (106).png,560410,image,.png,0.479,Camellia-256
benign (106)_mask.png,532,image,.png,0.538,ChaCha20
benign (107).png,463558,image,.png,0.492,AES-256
benign (107)_mask.png,479,image,.png,0.510,Camellia-256
benign (108).png,419251,image,.png,0.510,AES-256
benign (108)_mask.png,617,image,.png,0.507,AES-256
benign (109).png,309093,image,.png,0.447,Camellia-256
benign (109)_mask.png,700,image,.png,0.534,AES-256
benign (11).png,431733,image,.png,0.457,ASCON-128
benign (11)_mask.png,301,image,.png,0.487,ChaCha20
benign (110).png,262512,image,.png,0.460,AES-256
benign (110)_mask.png,637,image,.png,0.502,Camellia-256
benign (111).png,186397,image,.png,0.454,AES-256
benign (111)_mask.png,256,image,.png,0.502,ChaCha20
benign (112).png,371184,image,.png,0.524,ASCON-128
benign (112)_mask.png,389,image,.png,0.449,AES-256
benign (113).png,547795,image,.png,0.484,Twofish
benign (113)_mask.png,697,image,.png,0.534,Camellia-256
benign (114).png,405361,image,.png,0.535,Twofish
benign (114)_mask.png,761,image,.png,0.450,Camellia-256
benign (115).png,327090,image,.png,0.490,AES-256
benign (115)_mask.png,330,image,.png,0.464,AES-256
benign (116).png,414033,image,.png,0.492,Camellia-256
benign (116)_mask.png,388,image,.png,0.513,ChaCha20
benign (117).png,563959,image,.png,0.481,Blowfish
benign (117)_mask.png,633,image,.png,0.459,Camellia-256
benign (118).png,382925,image,.png,0.497,ChaCha20
benign (118)_mask.png,366,image,.png,0.441,AES-256
benign (119).png,410558,image,.png,0.523,Camellia-256
benign (119)_mask.png,373,image,.png,0.444,ChaCha20
benign (12).png,406977,image,.png,0.519,Blowfish
benign (12)_mask.png,302,image,.png,0.456,Camellia-256
benign (120).png,500001,image,.png,0.452,ASCON-128
benign (120)_mask.png,306,image,.png,0.530,ChaCha20
benign (121).png,370470,image,.png,0.486,Camellia-256
benign (121)_mask.png,573,image,.png,0.525,ChaCha20
benign (122).png,412997,image,.png,0.489,Camellia-256
benign (122)_mask.png,610,image,.png,0.523,ChaCha20
benign (123).png,378434,image,.png,0.536,Camellia-256
benign (123)_mask.png,736,image,.png,0.442,Camellia-256
benign (124).png,384636,image,.png,0.514,ChaCha20
benign (124)_mask.png,378,image,.png,0.447,ChaCha20
benign (125).png,424665,image,.png,0.459,ChaCha20
benign (125)_mask.png,416,image,.png,0.468,Camellia-256
benign (126).png,432627,image,.png,0.442,AES-256
benign (126)_mask.png,438,image,.png,0.526,AES-256
benign (127).png,240634,image,.png,0.515,AES-256
benign (127)_mask.png,358,image,.png,0.498,AES-256
benign (128).png,286785,image,.png,0.456,ChaCha20
benign (128)_mask.png,351,image,.png,0.442,ChaCha20
benign (129).png,459070,image,.png,0.483,Camellia-256
benign (129)_mask.png,412,image,.png,0.514,Camellia-256
benign (13).png,360554,image,.png,0.524,Blowfish
benign (13)_mask.png,1009,image,.png,0.482,AES-256
benign (130).png,308296,image,.png,0.535,Camellia-256
benign (130)_mask.png,566,image,.png,0.447,AES-256
benign (131).png,278732,image,.png,0.530,ASCON-128
benign (131)_mask.png,923,image,.png,0.539,ChaCha20
benign (132).png,310219,image,.png,0.459,ASCON-128
benign (132)_mask.png,400,image,.png,0.469,AES-256
benign (133).png,167087,image,.png,0.444,ChaCha20
benign (133)_mask.png,217,image,.png,0.522,AES-256
benign (134).png,176991,image,.png,0.471,ASCON-128
benign (134)_mask.png,213,image,.png,0.476,ChaCha20
benign (135).png,453556,image,.png,0.475,ASCON-128
benign (135)_mask.png,509,image,.png,0.473,AES-256
benign (136).png,513389,image,.png,0.500,ASCON-128
benign (136)_mask.png,577,image,.png,0.492,AES-256
benign (137).png,435683,image,.png,0.480,Blowfish
benign (137)_mask.png,416,image,.png,0.523,AES-256
benign (138).png,476849,image,.png,0.447,Camellia-256
benign (138)_mask.png,294,image,.png,0.447,AES-256
benign (139).png,286470,image,.png,0.496,Camellia-256
benign (139)_mask.png,485,image,.png,0.521,ChaCha20
benign (14).png,411209,image,.png,0.525,ChaCha20
benign (14)_mask.png,370,image,.png,0.478,Camellia-256
benign (140).png,297564,image,.png,0.493,ChaCha20
benign (140)_mask.png,765,image,.png,0.467,ChaCha20
benign (141).png,306141,image,.png,0.515,ChaCha20
benign (141)_mask.png,1315,image,.png,0.494,AES-256
benign (142).png,451718,image,.png,0.510,Camellia-256
benign (142)_mask.png,362,image,.png,0.461,ChaCha20
benign (143).png,329166,image,.png,0.501,Twofish
benign (143)_mask.png,243,image,.png,0.509,AES-256
benign (144).png,454962,image,.png,0.470,ChaCha20
benign (144)_mask.png,246,image,.png,0.444,AES-256
benign (145).png,433517,image,.png,0.440,Camellia-256
benign (145)_mask.png,436,image,.png,0.468,AES-256
benign (146).png,272163,image,.png,0.468,Camellia-256
benign (146)_mask.png,252,image,.png,0.443,ChaCha20
benign (147).png,321082,image,.png,0.493,AES-256
benign (147)_mask.png,336,image,.png,0.444,ChaCha20
benign (148).png,294837,image,.png,0.516,ChaCha20
benign (148)_mask.png,472,image,.png,0.500,ChaCha20
benign (149).png,298431,image,.png,0.443,ASCON-128
benign (149)_mask.png,477,image,.png,0.524,ChaCha20
benign (15).png,377056,image,.png,0.505,ASCON-128
benign (15)_mask.png,352,image,.png,0.490,ChaCha20
benign (150).png,381222,image,.png,0.464,ChaCha20
benign (150)_mask.png,282,image,.png,0.468,AES-256
benign (151).png,312886,image,.png,0.515,Blowfish
benign (151)_mask.png,316,image,.png,0.461,Camellia-256
benign (152).png,296144,image,.png,0.447,ChaCha20
benign (152)_mask.png,1158,image,.png,0.441,AES-256
benign (153).png,458214,image,.png,0.476,ASCON-128
benign (153)_mask.png,308,image,.png,0.536,Camellia-256
benign (154).png,316925,image,.png,0.467,ChaCha20
benign (154)_mask.png,304,image,.png,0.450,AES-256
benign (155).png,451261,image,.png,0.500,Twofish
benign (155)_mask.png,1203,image,.png,0.465,Camellia-256
benign (156).png,507207,image,.png,0.441,ASCON-128
benign (156)_mask.png,527,image,.png,0.533,Camellia-256
benign (157).png,285464,image,.png,0.528,Blowfish
benign (157)_mask.png,499,image,.png,0.517,Camellia-256
benign (158).png,262512,image,.png,0.445,AES-256
benign (158)_mask.png,680,image,.png,0.513,ChaCha20
benign (159).png,416436,image,.png,0.478,ASCON-128
benign (159)_mask.png,341,image,.png,0.530,AES-256
benign (16).png,307552,image,.png,0.467,ChaCha20
benign (16)_mask.png,262,image,.png,0.478,ChaCha20
benign (160).png,394284,image,.png,0.540,Camellia-256
benign (160)_mask.png,322,image,.png,0.522,AES-256
benign (161).png,311164,image,.png,0.474,Camellia-256
benign (161)_mask.png,314,image,.png,0.470,AES-256
benign (162).png,327875,image,.png,0.521,AES-256
benign (162)_mask.png,248,image,.png,0.447,AES-256
benign (163).png,472651,image,.png,0.452,Twofish
benign (163)_mask.png,319,image,.png,0.534,AES-256
benign (163)_mask_1.png,307,image,.png,0.536,Camellia-256
benign (164).png,312097,image,.png,0.470,ASCON-128
benign (164)_mask.png,802,image,.png,0.521,AES-256
benign (165).png,308644,image,.png,0.473,Twofish
benign (165)_mask.png,262,image,.png,0.480,ChaCha20
benign (166).png,323892,image,.png,0.513,AES-256
benign (166)_mask.png,316,image,.png,0.535,ChaCha20
benign (167).png,337093,image,.png,0.533,Camellia-256
benign (167)_mask.png,279,image,.png,0.462,AES-256
benign (168).png,308031,image,.png,0.521,ChaCha20
benign (168)_mask.png,512,image,.png,0.465,ChaCha20
benign (169).png,296681,image,.png,0.496,AES-256
benign (169)_mask.png,253,image,.png,0.460,ChaCha20
benign (17).png,317912,image,.png,0.461,ChaCha20
benign (17)_mask.png,335,image,.png,0.447,ChaCha20
benign (170).png,300130,image,.png,0.520,ASCON-128
benign (170)_mask.png,506,image,.png,0.458,AES-256
benign (171).png,317184,image,.png,0.503,Camellia-256
benign (171)_mask.png,257,image,.png,0.530,ChaCha20
benign (172).png,412380,image,.png,0.462,ChaCha20
benign (172)_mask.png,405,image,.png,0.485,ChaCha20
benign (173).png,424702,image,.png,0.464,ASCON-128
benign (173)_mask.png,473,image,.png,0.526,AES-256
benign (173)_mask_1.png,771,image,.png,0.487,AES-256
benign (174).png,291698,image,.png,0.493,Twofish
benign (174)_mask.png,710,image,.png,0.465,Camellia-256
benign (175).png,445733,image,.png,0.461,ASCON-128
benign (175)_mask.png,754,image,.png,0.493,ChaCha20
benign (176).png,427238,image,.png,0.453,Camellia-256
benign (176)_mask.png,371,image,.png,0.506,ChaCha20
benign (177).png,318836,image,.png,0.461,ChaCha20
benign (177)_mask.png,318,image,.png,0.476,AES-256
benign (178).png,456604,image,.png,0.518,Camellia-256
benign (178)_mask.png,776,image,.png,0.441,ChaCha20
benign (179).png,240992,image,.png,0.474,ASCON-128
benign (179)_mask.png,211,image,.png,0.455,ChaCha20
benign (18).png,299911,image,.png,0.530,ASCON-128
benign (18)_mask.png,979,image,.png,0.480,AES-256
benign (180).png,516193,image,.png,0.461,ASCON-128
benign (180)_mask.png,489,image,.png,0.504,AES-256
benign (181).png,344961,image,.png,0.479,AES-256
benign (181)_mask.png,771,image,.png,0.483,AES-256
benign (181)_mask_1.png,392,image,.png,0.477,ChaCha20
benign (182).png,315796,image,.png,0.458,Twofish
benign (182)_mask.png,303,image,.png,0.453,AES-256
benign (183).png,547764,image,.png,0.472,AES-256
benign (183)_mask.png,417,image,.png,0.486,AES-256
benign (184).png,230216,image,.png,0.491,Camellia-256
benign (184)_mask.png,480,image,.png,0.453,AES-256
benign (185).png,500673,image,.png,0.521,Twofish
benign (185)_mask.png,320,image,.png,0.528,Camellia-256
benign (186).png,443358,image,.png,0.505,ASCON-128
benign (186)_mask.png,761,image,.png,0.473,AES-256
benign (187).png,434906,image,.png,0.509,ASCON-128
benign (187)_mask.png,421,image,.png,0.468,Camellia-256
benign (188).png,217259,image,.png,0.482,Camellia-256
benign (188)_mask.png,1488,image,.png,0.499,ChaCha20
benign (189).png,293209,image,.png,0.457,Blowfish
benign (189)_mask.png,272,image,.png,0.505,ChaCha20
benign (19).png,378571,image,.png,0.464,ASCON-128
benign (19)_mask.png,276,image,.png,0.474,AES-256
benign (190).png,350420,image,.png,0.526,ChaCha20
benign (190)_mask.png,840,image,.png,0.446,Camellia-256
benign (191).png,271563,image,.png,0.445,ChaCha20
benign (191)_mask.png,292,image,.png,0.462,ChaCha20
benign (192).png,284398,image,.png,0.486,AES-256
benign (192)_mask.png,433,image,.png,0.509,ChaCha20
benign (193).png,443097,image,.png,0.483,ChaCha20
benign (193)_mask.png,367,image,.png,0.530,ChaCha20
benign (194).png,438025,image,.png,0.464,AES-256
benign (194)_mask.png,562,image,.png,0.505,AES-256
benign (195).png,324012,image,.png,0.520,Blowfish
benign (195)_mask.png,1192,image,.png,0.474,Twofish
benign (195)_mask_1.png,919,image,.png,0.523,Camellia-256
benign (195)_mask_2.png,505,image,.png,0.524,AES-256
benign (196).png,452545,image,.png,0.477,ASCON-128
benign (196)_mask.png,582,image,.png,0.492,Camellia-256
benign (197).png,310303,image,.png,0.489,ASCON-128
benign (197)_mask.png,334,image,.png,0.472,ChaCha20
benign (198).png,427541,image,.png,0.518,Camellia-256
benign (198)_mask.png,802,image,.png,0.443,ChaCha20
benign (199).png,333090,image,.png,0.538,ChaCha20
benign (199)_mask.png,818,image,.png,0.499,ChaCha20
benign (2).png,345191,image,.png,0.521,Twofish
benign (2)_mask.png,459,image,.png,0.485,ChaCha20
benign (20).png,183046,image,.png,0.518,AES-256
benign (20)_mask.png,382,image,.png,0.489,AES-256
benign (200).png,322861,image,.png,0.443,ASCON-128
benign (200)_mask.png,799,image,.png,0.446,ChaCha20
benign (201).png,312710,image,.png,0.444,ChaCha20
benign (201)_mask.png,418,image,.png,0.444,AES-256
benign (202).png,289377,image,.png,0.506,AES-256
benign (202)_mask.png,251,image,.png,0.525,ChaCha20
benign (203).png,325710,image,.png,0.488,Blowfish
benign (203)_mask.png,678,image,.png,0.515,Camellia-256
benign (204).png,308080,image,.png,0.451,ChaCha20
benign (204)_mask.png,599,image,.png,0.530,ChaCha20
benign (205).png,305393,image,.png,0.526,Twofish
benign (205)_mask.png,888,image,.png,0.514,ChaCha20
benign (206).png,276714,image,.png,0.443,Camellia-256
benign (206)_mask.png,630,image,.png,0.489,ChaCha20
benign (207).png,312019,image,.png,0.452,ChaCha20
benign (207)_mask.png,728,image,.png,0.516,Twofish
benign (208).png,302516,image,.png,0.533,ASCON-128
benign (208)_mask.png,330,image,.png,0.523,Camellia-256
benign (209).png,314217,image,.png,0.445,ASCON-128
benign (209)_mask.png,433,image,.png,0.535,AES-256
benign (21).png,311674,image,.png,0.513,Camellia-256
benign (21)_mask.png,273,image,.png,0.476,AES-256
benign (210).png,324760,image,.png,0.512,ChaCha20
benign (210)_mask.png,704,image,.png,0.509,ChaCha20
benign (211).png,293026,image,.png,0.536,Twofish
benign (211)_mask.png,351,image,.png,0.448,Camellia-256
benign (212).png,304142,image,.png,0.452,ASCON-128
benign (212)_mask.png,477,image,.png,0.538,Camellia-256
benign (213).png,290380,image,.png,0.512,AES-256
benign (213)_mask.png,493,image,.png,0.455,AES-256
benign (214).png,309848,image,.png,0.524,Camellia-256
benign (214)_mask.png,503,image,.png,0.476,ChaCha20
benign (215).png,299446,image,.png,0.513,AES-256
benign (215)_mask.png,369,image,.png,0.466,ChaCha20
benign (216).png,311136,image,.png,0.480,ChaCha20
benign (216)_mask.png,532,image,.png,0.522,AES-256
benign (217).png,305525,image,.png,0.489,AES-256
benign (217)_mask.png,544,image,.png,0.532,ChaCha20
benign (218).png,303283,image,.png,0.521,AES-256
benign (218)_mask.png,698,image,.png,0.455,ChaCha20
benign (219).png,257142,image,.png,0.503,ChaCha20
benign (219)_mask.png,379,image,.png,0.514,ASCON-128
benign (22).png,307519,image,.png,0.461,AES-256
benign (22)_mask.png,584,image,.png,0.509,Twofish
benign (220).png,312769,image,.png,0.537,Twofish
benign (220)_mask.png,490,image,.png,0.474,Twofish
benign (221).png,313634,image,.png,0.450,Camellia-256
benign (221)_mask.png,291,image,.png,0.478,AES-256
benign (222).png,314521,image,.png,0.474,ASCON-128
benign (222)_mask.png,488,image,.png,0.496,Camellia-256
benign (223).png,326603,image,.png,0.472,Camellia-256
benign (223)_mask.png,390,image,.png,0.462,Camellia-256
benign (224).png,323359,image,.png,0.524,ChaCha20
benign (224)_mask.png,648,image,.png,0.466,AES-256
benign (225).png,305377,image,.png,0.467,Twofish
benign (225)_mask.png,453,image,.png,0.509,ChaCha20
benign (226).png,341712,image,.png,0.515,ASCON-128
benign (226)_mask.png,494,image,.png,0.445,Camellia-256
benign (227).png,328083,image,.png,0.495,ChaCha20
benign (227)_mask.png,395,image,.png,0.454,ChaCha20
benign (228).png,302761,image,.png,0.449,ASCON-128
benign (228)_mask.png,631,image,.png,0.519,AES-256
benign (229).png,311194,image,.png,0.534,AES-256
benign (229)_mask.png,552,image,.png,0.472,ChaCha20
benign (23).png,462181,image,.png,0.538,Camellia-256
benign (23)_mask.png,662,image,.png,0.502,Camellia-256
benign (230).png,311668,image,.png,0.445,AES-256
benign (230)_mask.png,483,image,.png,0.530,ChaCha20
benign (231).png,328109,image,.png,0.501,ChaCha20
benign (231)_mask.png,480,image,.png,0.443,AES-256
benign (232).png,284802,image,.png,0.465,Camellia-256
benign (232)_mask.png,750,image,.png,0.495,Camellia-256
benign (233).png,306297,image,.png,0.509,AES-128
benign (233)_mask.png,878,image,.png,0.488,Camellia-256
benign (234).png,344899,image,.png,0.494,Camellia-256
benign (234)_mask.png,713,image,.png,0.478,ChaCha20
benign (235).png,304634,image,.png,0.464,ChaCha20
benign (235)_mask.png,615,image,.png,0.484,ChaCha20
benign (236).png,294571,image,.png,0.515,AES-256
benign (236)_mask.png,964,image,.png,0.448,AES-256
benign (237).png,336660,image,.png,0.477,Camellia-256
benign (237)_mask.png,719,image,.png,0.490,AES-256
benign (238).png,320566,image,.png,0.453,ASCON-128
benign (238)_mask.png,709,image,.png,0.484,Camellia-256
benign (239).png,326561,image,.png,0.515,Camellia-256
benign (239)_mask.png,391,image,.png,0.452,Camellia-256
benign (24).png,312549,image,.png,0.460,AES-256
benign (24)_mask.png,376,image,.png,0.483,Camellia-256
benign (240).png,335683,image,.png,0.482,ASCON-128
benign (240)_mask.png,777,image,.png,0.472,AES-256
benign (241).png,324714,image,.png,0.503,ChaCha20
benign (241)_mask.png,550,image,.png,0.525,ChaCha20
benign (242).png,301208,image,.png,0.455,ASCON-128
benign (242)_mask.png,633,image,.png,0.507,AES-256
benign (243).png,314856,image,.png,0.530,Twofish
benign (243)_mask.png,621,image,.png,0.502,ChaCha20
benign (244).png,328863,image,.png,0.440,ASCON-128
benign (244)_mask.png,427,image,.png,0.497,ChaCha20
benign (245).png,316434,image,.png,0.532,AES-256
benign (245)_mask.png,406,image,.png,0.496,Camellia-256
benign (246).png,249919,image,.png,0.514,ASCON-128
benign (246)_mask.png,235,image,.png,0.516,AES-256
benign (247).png,226845,image,.png,0.463,AES-256
benign (247)_mask.png,295,image,.png,0.527,AES-256
benign (248).png,253454,image,.png,0.539,ChaCha20
benign (248)_mask.png,265,image,.png,0.490,AES-256
benign (249).png,231364,image,.png,0.490,ASCON-128
benign (249)_mask.png,483,image,.png,0.457,AES-256
benign (25).png,462726,image,.png,0.531,Camellia-256
benign (25)_mask.png,332,image,.png,0.504,Camellia-256
benign (25)_mask_1.png,303,image,.png,0.490,Blowfish
benign (250).png,247252,image,.png,0.532,Camellia-256
benign (250)_mask.png,342,image,.png,0.530,ChaCha20
benign (251).png,247594,image,.png,0.530,Blowfish
benign (251)_mask.png,334,image,.png,0.476,AES-256
benign (252).png,241061,image,.png,0.494,ChaCha20
benign (252)_mask.png,415,image,.png,0.474,Camellia-256
benign (253).png,210878,image,.png,0.445,AES-256
benign (253)_mask.png,394,image,.png,0.512,Camellia-256
benign (254).png,224370,image,.png,0.496,Camellia-256
benign (254)_mask.png,226,image,.png,0.530,AES-256
benign (255).png,250698,image,.png,0.445,ChaCha20
benign (255)_mask.png,521,image,.png,0.444,ChaCha20
benign (256).png,235720,image,.png,0.470,Camellia-256
benign (256)_mask.png,521,image,.png,0.525,ChaCha20
benign (257).png,249995,image,.png,0.505,AES-256
benign (257)_mask.png,321,image,.png,0.485,Camellia-256
benign (258).png,242525,image,.png,0.465,Camellia-256
benign (258)_mask.png,346,image,.png,0.479,AES-256
benign (259).png,233991,image,.png,0.505,ASCON-128
benign (259)_mask.png,438,image,.png,0.472,AES-256
benign (26).png,291077,image,.png,0.515,Camellia-256
benign (26)_mask.png,786,image,.png,0.483,ChaCha20
benign (260).png,232988,image,.png,0.519,ChaCha20
benign (260)_mask.png,407,image,.png,0.512,ChaCha20
benign (261).png,245813,image,.png,0.526,AES-256
benign (261)_mask.png,620,image,.png,0.455,Camellia-256
benign (262).png,235739,image,.png,0.508,ChaCha20
benign (262)_mask.png,682,image,.png,0.537,ChaCha20
benign (263).png,260457,image,.png,0.456,AES-256
benign (263)_mask.png,424,image,.png,0.448,ChaCha20
benign (264).png,253213,image,.png,0.495,AES-128
benign (264)_mask.png,551,image,.png,0.496,Camellia-256
benign (265).png,246063,image,.png,0.493,Camellia-256
benign (265)_mask.png,521,image,.png,0.455,Camellia-256
benign (266).png,246025,image,.png,0.469,ASCON-128
benign (266)_mask.png,407,image,.png,0.473,ChaCha20
benign (267).png,239974,image,.png,0.523,ASCON-128
benign (267)_mask.png,381,image,.png,0.494,ChaCha20
benign (268).png,236916,image,.png,0.527,ChaCha20
benign (268)_mask.png,444,image,.png,0.500,Camellia-256
benign (269).png,208097,image,.png,0.466,Camellia-256
benign (269)_mask.png,446,image,.png,0.457,Camellia-256
benign (27).png,467312,image,.png,0.524,AES-256
benign (27)_mask.png,373,image,.png,0.486,ChaCha20
benign (270).png,228171,image,.png,0.449,Camellia-256
benign (270)_mask.png,304,image,.png,0.502,Camellia-256
benign (271).png,237299,image,.png,0.508,ChaCha20
benign (271)_mask.png,418,image,.png,0.530,Camellia-256
benign (272).png,185081,image,.png,0.529,ChaCha20
benign (272)_mask.png,444,image,.png,0.441,AES-256
benign (273).png,318972,image,.png,0.532,Camellia-256
benign (273)_mask.png,640,image,.png,0.485,Camellia-256
benign (274).png,324440,image,.png,0.506,Camellia-256
benign (274)_mask.png,820,image,.png,0.459,ChaCha20
benign (275).png,306921,image,.png,0.483,ChaCha20
benign (275)_mask.png,474,image,.png,0.445,Camellia-256
benign (276).png,281604,image,.png,0.446,Twofish
benign (276)_mask.png,706,image,.png,0.449,ChaCha20
benign (277).png,334435,image,.png,0.455,ChaCha20
benign (277)_mask.png,666,image,.png,0.492,Camellia-256
benign (278).png,342024,image,.png,0.475,ASCON-128
benign (278)_mask.png,521,image,.png,0.460,ChaCha20
benign (279).png,316814,image,.png,0.523,AES-256
benign (279)_mask.png,498,image,.png,0.454,ASCON-128
benign (28).png,545248,image,.png,0.460,ASCON-128
benign (28)_mask.png,587,image,.png,0.531,ChaCha20
benign (280).png,307196,image,.png,0.522,ASCON-128
benign (280)_mask.png,545,image,.png,0.441,AES-256
benign (281).png,308583,image,.png,0.466,ChaCha20
benign (281)_mask.png,528,image,.png,0.478,Camellia-256
benign (282).png,303509,image,.png,0.524,Camellia-256
benign (282)_mask.png,609,image,.png,0.480,ChaCha20
benign (283).png,315941,image,.png,0.498,AES-256
benign (283)_mask.png,367,image,.png,0.475,ChaCha20
benign (284).png,279583,image,.png,0.463,ASCON-128
benign (284)_mask.png,612,image,.png,0.486,ChaCha20
benign (285).png,284550,image,.png,0.468,ChaCha20
benign (285)_mask.png,572,image,.png,0.457,ChaCha20
benign (286).png,232040,image,.png,0.502,ChaCha20
benign (286)_mask.png,701,image,.png,0.528,ChaCha20
benign (287).png,215996,image,.png,0.474,ChaCha20
benign (287)_mask.png,589,image,.png,0.476,ChaCha20
benign (288).png,224140,image,.png,0.499,ASCON-128
benign (288)_mask.png,354,image,.png,0.470,ChaCha20
benign (289).png,240367,image,.png,0.520,ChaCha20
benign (289)_mask.png,549,image,.png,0.530,Camellia-256
benign (29).png,268799,image,.png,0.475,AES-256
benign (29)_mask.png,240,image,.png,0.532,Camellia-256
benign (290).png,247540,image,.png,0.442,Camellia-256
benign (290)_mask.png,659,image,.png,0.475,ASCON-128
benign (291).png,225154,image,.png,0.495,ASCON-128
benign (291)_mask.png,277,image,.png,0.477,Camellia-256
benign (292).png,227485,image,.png,0.464,ASCON-128
benign (292)_mask.png,363,image,.png,0.505,Camellia-256
benign (293).png,230257,image,.png,0.466,Twofish
benign (293)_mask.png,355,image,.png,0.452,ChaCha20
benign (294).png,236508,image,.png,0.448,ASCON-128
benign (294)_mask.png,521,image,.png,0.470,ChaCha20
benign (295).png,251838,image,.png,0.533,AES-256
benign (295)_mask.png,424,image,.png,0.454,Camellia-256
benign (296).png,228412,image,.png,0.488,Camellia-256
benign (296)_mask.png,550,image,.png,0.512,AES-256
benign (297).png,237439,image,.png,0.514,ChaCha20
benign (297)_mask.png,401,image,.png,0.458,Camellia-256
benign (298).png,245419,image,.png,0.511,Camellia-256
benign (298)_mask.png,389,image,.png,0.481,ChaCha20
benign (299).png,227997,image,.png,0.457,AES-256
benign (299)_mask.png,502,image,.png,0.526,AES-256
benign (3).png,323683,image,.png,0.525,ASCON-128
benign (3)_mask.png,401,image,.png,0.461,ChaCha20
benign (30).png,284484,image,.png,0.442,ASCON-128
benign (30)_mask.png,342,image,.png,0.528,AES-256
benign (300).png,243277,image,.png,0.440,AES-256
benign (300)_mask.png,571,image,.png,0.492,ChaCha20
benign (301).png,214438,image,.png,0.539,AES-256
benign (301)_mask.png,212,image,.png,0.452,Camellia-256
benign (302).png,233472,image,.png,0.479,AES-256
benign (302)_mask.png,304,image,.png,0.507,ChaCha20
benign (303).png,201953,image,.png,0.517,AES-256
benign (303)_mask.png,482,image,.png,0.519,AES-256
benign (304).png,237903,image,.png,0.495,ASCON-128
benign (304)_mask.png,548,image,.png,0.480,Twofish
benign (305).png,239670,image,.png,0.508,Camellia-256
benign (305)_mask.png,334,image,.png,0.523,ChaCha20
benign (306).png,228883,image,.png,0.526,Camellia-256
benign (306)_mask.png,436,image,.png,0.482,Camellia-256
benign (307).png,447560,image,.png,0.479,ASCON-128
benign (307)_mask.png,555,image,.png,0.472,Camellia-256
benign (308).png,302214,image,.png,0.533,ASCON-128
benign (308)_mask.png,344,image,.png,0.461,Camellia-256
benign (309).png,402078,image,.png,0.540,Camellia-256
benign (309)_mask.png,971,image,.png,0.486,ChaCha20
benign (31).png,319500,image,.png,0.522,ASCON-128
benign (31)_mask.png,255,image,.png,0.474,Camellia-256
benign (310).png,267589,image,.png,0.506,AES-256
benign (310)_mask.png,520,image,.png,0.444,AES-256
benign (311).png,345007,image,.png,0.519,AES-256
benign (311)_mask.png,846,image,.png,0.460,AES-256
benign (312).png,339510,image,.png,0.473,ChaCha20
